"ID","DESCRIPTION","REACTION","GPR","REVERSIBLE","LOWER.BOUND","UPPER.BOUND","OBJECTIVE"
"PIK3","phosphatidylinositol 3-kinase","atp[c] + pail_hs[c]  => adp[c] + h[c] + pail3p_hs[c] ","(5295.2 and 5291.1) or (23533.1 and 5294.1) or (5290.1 and 5295.1) or (5293.1 and 5295.3) or (5287.1) or (5286.1) or (5293.1 and 5296.1) or (5295.2 and 5293.1) or (5296.1 and 5291.1) or (5290.1 and 5295.3) or (5288.1) or (5290.1 and 8503.1) or (5291.1 and 5295.3) or (10870.1 and 5294.1) or (5291.1 and 8503.1) or (5293.1 and 5295.1) or (5296.1 and 5290.1) or (5289.1) or (5293.1 and 8503.1) or (5291.1 and 5295.1) or (5295.2 and 5290.1)",0,0,1000,0
"PIK3er","phosphatidylinositol 3-kinase, endoplasmic reticulum","atp[r] + pail_hs[r]  => adp[r] + h[r] + pail3p_hs[r] ","(5287.1)",0,0,1000,0
"PIK3n","phosphatidylinositol 3-kinase, nuclear","atp[n] + pail_hs[n]  => h[n] + adp[n] + pail3p_hs[n] ","",0,0,1000,0
"PIK4","phosphatidylinositol 4-kinase","atp[c] + pail_hs[c]  => adp[c] + h[c] + pail4p_hs[c] ","(5298.1) or (55361.1) or (5297.1)",0,0,1000,0
"PIK4n","phosphatidylinositol 4-kinase, nuclear","atp[n] + pail_hs[n]  => h[n] + adp[n] + pail4p_hs[n] ","",0,0,1000,0
"PIK5","phosphatidylinositol 5-kinase","atp[c] + pail_hs[c]  => adp[c] + h[c] + pail5p_hs[c] ","(8394.1) or (23396.1) or (8395.1)",0,0,1000,0
"PIK5n","phosphatidylinositol 5-kinase, nuclear","atp[n] + pail_hs[n]  => h[n] + adp[n] + pail5p_hs[n] ","",0,0,1000,0
"PIPLC","phosphatidylinositol phospholipase C","h2o[c] + pail_hs[c]  => h[c] + dag_hs[c] + mi1p_D[c] ","(23236.2) or (5336.1) or (23007.1) or (113026.1) or (89869.1) or (84812.1) or (9651.1) or (5335.1) or (51196.1) or (257068.1) or (5332.2) or (5331.1) or (5335.2) or (5334.1) or (5332.1) or (5330.1) or (23236.1) or (5333.1)",0,0,1000,0
"PIPLCn","phosphatidylinositol phospholipase C, nucleus","h2o[n] + pail_hs[n]  => h[n] + dag_hs[n] + mi1p_D[n] ","(23236.2) or (23236.1)",0,0,1000,0
"PIt2m","phosphate transporter, mitochondrial","h[c] + pi[c]  => h[m] + pi[m] ","(5250.4) or (5250.1) or (5250.3) or (5250.2)",0,0,0,0
"PIt7","phosphate transport in/out via three Na+ symporter","3 na1[e] + pi[e]  <=> pi[c] + 3 na1[c] ","(10050.1) or (10786.1) or (10246.1) or (6568.1) or (6569.1) or (10568.1)",1,-1000,1000,0
"PIter","phosphate transport, endoplasmic reticulum","pi[r]  <=> pi[c] ","(2542.1)",1,-1000,1000,0
"PItg","phosphate transport, Golgi apparatus","pi[g]  => pi[c] ","",0,0,1000,0
"PItn","phosphate transport, nuclear","pi[n]  <=> pi[c] ","",1,-1000,1000,0
"PItx","Phosphate transporter, peroxisome","pi[c]  <=> pi[x] ","",1,-1000,1000,0
"PLA2","phospholipase A2","h2o[c] + ak2gchol_hs[c]  => h[c] + Rtotal2[c] + ak2lgchol_hs[c] ","",0,0,1000,0
"PLA2_2","phospholipase A2","h2o[c] + pchol_hs[c]  => h[c] + Rtotal2[c] + lpchol_hs[c] ","(8398.1) or (5320.1) or (8398.2) or (50487.1) or (5321.1) or (81579.1) or (5322.1) or (64600.1) or (100137049.1) or (123745.1)",0,0,1000,0
"PLA2_2e","phospholipase A2","h2o[e] + pchol_hs[e]  => h[e] + lpchol_hs[e] + Rtotal2[e] ","(5322.1) or (5319.1) or (81579.1) or (64600.1) or (26279.1) or (5320.1) or (8399.1) or (30814.1)",0,0,1000,0
"PLYSPSer","protein lysine peptidase (endoplasmic reticulum)","h2o[r] + Ntmelys[r]  => pepslys[r] + tmlys[r] ","(60559.1) and (28972.1) and (90701.1) and (9789.1) and (23478.1)",0,0,0,0
"PMANM","phosphomannomutase","man1p[c]  <=> man6p[c] ","(5372.1) or (55276.1) or (5373.1)",1,-1000,1000,0
"PMEVKx","phosphomevalonate kinase","atp[x] + 5pmev[x]  => adp[x] + 5dpmev[x] ","(10654.1)",0,0,1000,0
"PMI12346PH","5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase","h2o[c] + ppmi12346p[c]  => h[c] + pi[c] + minohp[c] ","(117283.1) or (9807.2) or (9807.1)",0,0,1000,0
"PMI12346PHn","5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase, nuclear","h2o[n] + ppmi12346p[n]  => h[n] + minohp[n] + pi[n] ","(51447.3) or (9807.2) or (51447.4) or (51447.6) or (9807.1) or (51447.5) or (117283.1) or (51447.1) or (51447.2)",0,0,1000,0
"PMI1346PH","diphosphoinositol-1,3,4,6-tetrakisphosphate diphosphohydrolase","h2o[c] + ppmi1346p[c]  => h[c] + pi[c] + mi13456p[c] ","(117283.1) or (9807.2) or (9807.1)",0,0,1000,0
"PMI1346PHn","diphosphoinositol-1,3,4,6-tetrakisphosphate diphosphohydrolase, nucleus","h2o[n] + ppmi1346p[n]  => h[n] + mi13456p[n] + pi[n] ","(117283.1) or (51447.4) or (9807.1) or (51447.1) or (51447.3) or (9807.2) or (51447.2) or (51447.5) or (51447.6)",0,0,1000,0
"PMTCOAtx","fatty acid intracellular transport","pmtcoa[c]  <=> pmtcoa[x] ","",1,-1000,1000,0
"PNP","purine-nucleoside phosphorylase","pi[c] + rnam[c]  <=> h[c] + ncam[c] + r1p[c] ","(4860.1)",1,-1000,1000,0
"PNTEH","Hydrolase Class ( RXN R02973)","h2o[c] + ptth[c]  => cysam[c] + pnto_R[c] ","(8876.1) and (8875.2) and (55350.3) or (8876.1) and (8875.2) and (55350.2) or (8876.1) and (8875.1) and (55350.1) or (8876.1) and (55350.2) and (8875.1) or (8875.2) and (8876.1) and (55350.1) or (8876.1) and (55350.3) and (8875.1)",0,0,1000,0
"PNTK","pantothenate kinase","atp[c] + pnto_R[c]  => adp[c] + h[c] + 4ppan[c] ","(79646.1) or (80025.2) or (53354.1) or (53354.3) or (80025.1) or (53354.2) or (80025.3) or (80025.4) or (55229.1)",0,0,1000,0
"PNTKm","pantothenate kinase (mitochondrial)","atp[m] + pnto_R[m]  => h[m] + adp[m] + 4ppan[m] ","(80025.5)",0,0,1000,0
"PNTOt5","Pantothenate sodium symporter  II","h2o[c] + atp[c] + na1[e] + pnto_R[e]  => adp[c] + h[c] + pi[c] + na1[c] + pnto_R[c] ","(8884.1)",0,0,1000,0
"PPA","inorganic diphosphatase","h2o[c] + ppi[c]  => h[c] + 2 pi[c] ","(5464.1) or (64077.1)",0,0,1000,0
"PPA2","inorganic triphosphatase","h2o[c] + pppi[c]  => h[c] + pi[c] + ppi[c] ","",0,0,1000,0
"PPA2m","inorganic triphosphatase, mitochondrial","h2o[m] + pppi[m]  => h[m] + pi[m] + ppi[m] ","",0,0,1000,0
"PPAer","inorganic diphosphatase, endoplasmic reticulum","h2o[r] + ppi[r]  => h[r] + 2 pi[r] ","(2538.1) or (92579.1) or (57818.1)",0,0,1000,0
"PPAm","inorganic diphosphatase","h2o[m] + ppi[m]  => h[m] + 2 pi[m] ","(27068.4) or (27068.1) or (27068.3) or (27068.2)",0,0,1000,0
"PPAn","inorganic diphosphatase, nuclear","h2o[n] + ppi[n]  => h[n] + 2 pi[n] ","",0,0,1000,0
"PPAP","phosphatidic acid phosphatase","h2o[c] + pa_hs[c]  => pi[c] + dag_hs[c] ","(8612.1) or (8611.1) or (8613.1) or (8611.2)",0,0,1000,0
"PPAt","Propionate transport, diffusion","ppa[e]  => ppa[c] ","",0,0,1000,0
"PPAtm","Propionate transport, diffusion","ppa[c]  => ppa[m] ","",0,0,1000,0
"PPBNGS","porphobilinogen synthase","2 5aop[c]  => 2 h2o[c] + h[c] + ppbng[c] ","(210.1) or (210.2)",0,0,1000,0
"PPCDC","phosphopantothenoylcysteine decarboxylase","h[c] + 4ppcys[c]  => co2[c] + pan4p[c] ","60490.1",0,0,1000,0
"PPCOACm","Propionyl-CoA carboxylase, mitochondrial","ppcoa[m] + atp[m] + hco3[m]  => h[m] + adp[m] + pi[m] + mmcoa_S[m] ","(5096.1 and 5095.1)",0,0,1000,0
"PPCOAOm","Propanoyl-CoA:FAD 2,3-oxidoreductase, mitochondrial","ppcoa[m] + fad[m]  => fadh2[m] + prpncoa[m] ","(80724.1) or (27034.1) or (36.1) or (35.1) or (84129.1) or (34.1) or (28976.1)",0,0,1000,0
"PPD2CSPp","PPD2CSPp","6a2ohxnt[x]  => 1pipdn2c[x] + h2o[x] ","",0,0,1000,0
"PPDOx","Propane-1,2-diol:NAD+ 1-oxidoreductase","h[c] + nadh[c] + lald_D[c]  => nad[c] + 12ppd_R[c] ","(8574.1)",0,0,1000,0
"PPDOy","Propane-1,2-diol:NADP+ 1-oxidoreductase","h[c] + nadph[c] + lald_D[c]  => nadp[c] + 12ppd_R[c] ","(8574.1) or (231.1) or (10327.2) or (10327.1)",0,0,1000,0
"PPItr","Diphosphate transporter, endoplasmic reticulum","ppi[c]  <=> ppi[r] ","",1,-1000,1000,0
"PPItx","Diphosphate transporter, peroxisome","ppi[c]  <=> ppi[x] ","",1,-1000,1000,0
"PPM","phosphopentomutase","r1p[c]  <=> r5p[c] ","(5236.1) or (55276.1)",1,-1000,1000,0
"PPMI12346Ptn","5-diphosphatidylinositol pentakisphosphate nuclear transport (diffusion)","ppmi12346p[c]  <=> ppmi12346p[n] ","",1,-1000,1000,0
"PPMI1346Ptn","diphosphatidylinositol tetrakisphosphate nuclear transport (diffusion)","ppmi1346p[c]  <=> ppmi1346p[n] ","",1,-1000,1000,0
"PPNCL3","phosphopantothenate-cysteine ligase","atp[c] + cys_L[c] + 4ppan[c]  => h[c] + amp[c] + ppi[c] + 4ppcys[c] ","(79717.1)",0,0,1000,0
"PPOR","Phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)","o2[c] + phpyr[c]  => co2[c] + 2hyoxplac[c] ","(3242.1)",0,0,1000,0
"PPPG9tm","protoporphyrinogen IX mitochondrial transport","pppg9[c]  <=> pppg9[m] ","",1,-1000,1000,0
"PPPGOm","protoporphyrinogen oxidase, mitochondrial","3 o2[m] + 2 pppg9[m]  => 6 h2o[m] + 2 ppp9[m] ","(5498.1)",0,0,1000,0
"PPPItn","Inorganic triphosphate transport through nuclear pore","pppi[c]  <=> pppi[n] ","",1,-1000,1000,0
"PRAGSr","phosphoribosylglycinamide synthase","atp[c] + gly[c] + pram[c]  <=> adp[c] + h[c] + pi[c] + gar[c] ","(2618.1) or (2618.2)",1,-1000,1000,0
"PRASCS","phosphoribosylaminoimidazolesuccinocarboxamide synthase","atp[c] + asp_L[c] + 5aizc[c]  <=> adp[c] + h[c] + pi[c] + 25aics[c] ","10606.1",1,-1000,1000,0
"PRDX","Peroxidase (multiple substrates)","h2o2[c] + meoh[c]  => 2 h2o[c] + fald[c] ","(8288.1) or (9588.1)",0,0,1000,0
"PRDXl","Peroxidase (multiple substrates)","h2o2[l] + meoh[l]  => 2 h2o[l] + fald[l] ","(4353.1)",0,0,1000,0
"PRFGS","phosphoribosylformylglycinamidine synthase","h2o[c] + atp[c] + gln_L[c] + fgam[c]  => adp[c] + h[c] + pi[c] + glu_L[c] + fpram[c] ","5198.1",0,0,1000,0
"PRGNLONESULT","steroid sulfotransferase","paps[c] + prgnlone[c]  => h[c] + pap[c] + prgnlones[c] ","(6822.1) or (6820.2) or (6818.1)",0,0,1000,0
"PRGNLONEtm","pregnenolone intracellular transport","prgnlone[c]  <=> prgnlone[m] ","",1,-1000,1000,0
"PRGNLONEtr","pregnenolone intracellular transport","prgnlone[c]  <=> prgnlone[r] ","",1,-1000,1000,0
"PRGSTRNt","Progesterone transport","prgstrn[e]  <=> prgstrn[c] ","",1,-1000,1000,0
"PRISTANALtx","pristanal peroxisomal transport","pristanal[x]  <=> pristanal[c] ","",1,-1000,1000,0
"PRISTCOAtx","pristcoa peroxisomal transport","pristcoa[x]  <=> pristcoa[c] ","",1,-1000,1000,0
"PRISTtx","prist peroxisomal transport","prist[x]  <=> prist[c] ","",1,-1000,1000,0
"PRO1xm","proline oxidase (NAD), mitochondrial","nad[m] + pro_L[m]  => 2 h[m] + nadh[m] + 1pyr5c[m] ","(5625.1)",0,0,1000,0
"PROAKGOX1r","L-Proline,2-oxoglutarate:oxygen oxidoreductase (4-hydroxylating) (ER)","o2[r] + akg[r] + pro_L[r]  => co2[r] + 4hpro_LT[r] + succ[r] ","(5033.1) and (5034.1) or (8974.1) and (5034.1)",0,0,1000,0
"PROD2","Proline dehydrogenase","fad[c] + pro_L[c]  => h[c] + fadh2[c] + 1pyr5c[c] ","(58510.1)",0,0,1000,0
"PROD2m","Proline dehydrogenase (m)","fad[m] + pro_L[m]  => h[m] + fadh2[m] + 1pyr5c[m] ","(5625.1)",0,0,1000,0
"PRODt2r","D-proline reversible transport via proton symport","h[e] + pro_D[e]  <=> h[c] + pro_D[c] ","(206358.1)",1,-1000,1000,0
"PRODt2rL","D-proline reversible transport via proton symport (lysosome)","h[l] + pro_D[l]  <=> h[c] + pro_D[c] ","(206358.1)",1,-1000,1000,0
"PROSTGD2t","prostaglandin transport via bicarbonate countertransport","hco3[c] + prostgd2[e]  <=> hco3[e] + prostgd2[c] ","(6578.1)",1,-1000,1000,0
"PROSTGE1t","prostaglandin transport via bicarbonate countertransport","hco3[c] + prostge1[e]  <=> hco3[e] + prostge1[c] ","(6578.1)",1,-1000,1000,0
"PROSTGE1t3","prostaglandine E1 transport (ATP-dependent)","h2o[c] + atp[c] + prostge1[c]  => adp[c] + h[c] + pi[c] + prostge1[e] ","(10257.1)",0,0,1000,0
"PROSTGE2t","prostaglandin transport via bicarbonate countertransport","hco3[c] + prostge2[e]  <=> hco3[e] + prostge2[c] ","(28231.1) or (6578.1) or (28232.1) or (6579.1)",1,-1000,1000,0
"PROSTGE2t2","prostaglandin uniport","prostge2[e]  <=> prostge2[c] ","(6582.2) or (6582.1) or (6580.1)",1,-1000,1000,0
"PROSTGE2t3","prostaglandine E2 transport (ATP-dependent)","h2o[c] + atp[c] + prostge2[c]  => adp[c] + h[c] + pi[c] + prostge2[e] ","(10257.1)",0,0,1000,0
"PROSTGF2t","prostaglandin uniport","prostgf2[e]  <=> prostgf2[c] ","(6582.2) or (6582.1) or (6580.1)",1,-1000,1000,0
"PROSTGH2t","Prostaglandin H2 transport","hco3[c] + prostgh2[e]  <=> hco3[e] + prostgh2[c] ","",1,-1000,1000,0
"PROSTGI2t","Prostaglandin I2 transport","hco3[c] + prostgi2[e]  <=> hco3[e] + prostgi2[c] ","",1,-1000,1000,0
"PROSTGI2tr","Prostaglandin I2 transport (ER)","prostgi2[c]  <=> prostgi2[r] ","",1,-1000,1000,0
"PROt2r","L-proline reversible transport via proton symport","h[e] + pro_L[e]  <=> h[c] + pro_L[c] ","(153201.1 or 206358.1)",1,-1000,1000,0
"PROt2rL","L-proline reversible transport via proton symport (lysosome)","h[l] + pro_L[l]  <=> h[c] + pro_L[c] ","(206358.1)",1,-1000,1000,0
"PROt4","Na+/Proline-L symporter","na1[e] + pro_L[e]  => na1[c] + pro_L[c] ","(55089.1) or (81539.1) or (54407.1) or ((340024.1) and (57393.1 or 59272.1))",0,0,1000,0
"PROtm","L-proline transport, mitochondrial","pro_L[c]  => pro_L[m] ","",0,0,0,0
"PRPNCOAHYDm","Propenoyl-CoA hydrolase (m)","h2o[m] + prpncoa[m]  => 3hpcoa[m] ","(1892.1) or (3030.1) and (3032.1) or (549.1) or (1962.1)",0,0,1000,0
"PRPNCOAHYDx","Propenoyl-CoA hydrolase (x)","h2o[x] + prpncoa[x]  => 3hpcoa[x] ","(1962.1)",0,0,1000,0
"PRPPS","phosphoribosylpyrophosphate synthetase","atp[c] + r5p[c]  <=> h[c] + amp[c] + prpp[c] ","(221823.2) or (5631.1) or (221823.1) or (5634.1)",1,-1000,1000,0
"PS_HSter","phosphatidylserine scramblase","ps_hs[c]  <=> ps_hs[r] ","",1,-1000,1000,0
"PS_HStg","phosphatidylserine scramblase","ps_hs[c]  <=> ps_hs[g] ","",1,-1000,1000,0
"PSDm_hs","Phosphatidylserine decarboxylase","h[m] + ps_hs[m]  => co2[m] + pe_hs[m] ","(23761.1)",0,0,1000,0
"PSERT","phosphoserine transaminase","glu_L[c] + 3php[c]  => h[c] + akg[c] + pser_L[c] ","(29968.1) or (29968.2)",0,0,1000,0
"PSFLIP","phosphatidylserine flippase","h2o[c] + atp[c] + ps_hs[e]  => adp[c] + h[c] + pi[c] + ps_hs[c] ","(10396.1) or (57194.1)",0,0,1000,0
"PSFLIPm","phosphatidylserine flippase","h2o[c] + atp[c] + ps_hs[c]  => adp[c] + h[c] + pi[c] + ps_hs[m] ","(10396.1) or (57194.1)",0,0,1000,0
"PSP_L","phosphoserine phosphatase (L-serine)","h2o[c] + h[c] + pser_L[c]  => pi[c] + ser_L[c] ","(8781.1) or (5723.1)",0,0,1000,0
"PSSA1_hs","Phosphatidylserine synthase homo sapiens","ser_L[c] + pchol_hs[c]  <=> chol[c] + ps_hs[c] ","(9791.1)",1,-1000,1000,0
"PSSA2_hs","Phosphatidylserine synthase homo sapiens","ser_L[c] + pe_hs[c]  <=> etha[c] + ps_hs[c] ","81490.1",1,-1000,1000,0
"PSt3","phosphatidylserine transport","ps_hs[e]  <=> ps_hs[c] ","",1,-1000,1000,0
"PTDCACRNCPT1","carnitine fatty-acyl transferase","crn[c] + ptdcacoa[c]  => coa[c] + ptdcacrn[c] ","(1375.1) or (1375.4) or (1375.3) or (1374.1) or (126129.1) or (1375.2)",0,0,1000,0
"PTDCACRNCPT2","pentadecanoate transport into the mitochondria","coa[m] + ptdcacrn[m]  => crn[m] + ptdcacoa[m] ","(1376.1)",0,0,1000,0
"PTDCACRNt","pentadecanoate transport into the mitochondria","ptdcacrn[c]  => ptdcacrn[m] ","(788.1)",0,0,1000,0
"PTDCAt","fatty acid transport via diffusion","ptdca[e]  <=> ptdca[c] ","",1,-1000,1000,0
"PTE2x","peroxisomal acyl-CoA thioesterase","pmtcoa[x] + h2o[x]  => h[x] + coa[x] + hdca[x] ","(10965.1) or (10005.1) or (10005.3) or (10005.2) or (122970.1)",0,0,1000,0
"PTE3x","peroxisomal acyl-CoA thioesterase","h2o[x] + pristcoa[x]  => h[x] + coa[x] + prist[x] ","(10965.1)",0,0,1000,0
"PTE4x","peroxisomal acyl-CoA thioesterase","h2o[x] + phytcoa[x]  => h[x] + coa[x] + phyt[x] ","(10965.1)",0,0,1000,0
"PTE5x","peroxisomal acyl-CoA thioesterase","h2o[x] + adrncoa[x]  => h[x] + coa[x] + adrn[x] ","(10965.1)",0,0,1000,0
"PTHPS","6-pyruvoyltetrahydropterin synthase","ahdt[c]  => pppi[c] + 6pthp[c] ","(5805.1)",0,0,1000,0
"PTHPSn","6-pyruvoyltetrahydropterin synthase, nuclear","ahdt[n]  => pppi[n] + 6pthp[n] ","(5805.1)",0,0,1000,0
"PTPAT","Phosphopantetheine adenylyltransferase (EC 2.7.7.3)","atp[c] + h[c] + pan4p[c]  => ppi[c] + dpcoa[c] ","80347.1",0,0,1000,0
"PTRCAT1","Putrescine acetyltransferase","accoa[c] + ptrc[c]  => h[c] + coa[c] + aprut[c] ","(6303.1) or (112483.1)",0,0,1000,0
"PTRCOX1","Putrescine:oxygen oxidoreductase (deaminating)","h2o[c] + o2[c] + ptrc[c]  => h2o2[c] + nh4[c] + 4abutn[c] ","(26.1) or (314.1) or (8639.1) or (314.2)",0,0,1000,0
"PUNP1","purine-nucleoside phosphorylase (Adenosine)","pi[c] + adn[c]  <=> ade[c] + r1p[c] ","(4860.1)",1,-1000,1000,0
"PUNP2","purine-nucleoside phosphorylase (Deoxyadenosine)","pi[c] + dad_2[c]  <=> 2dr1p[c] + ade[c] ","4860.1",1,-1000,1000,0
"PUNP3","purine-nucleoside phosphorylase (Guanosine)","pi[c] + gsn[c]  <=> gua[c] + r1p[c] ","4860.1",1,-1000,1000,0
"PUNP4","purine-nucleoside phosphorylase (Deoxyguanosine)","pi[c] + dgsn[c]  <=> 2dr1p[c] + gua[c] ","4860.1",1,-1000,1000,0
"PUNP5","purine-nucleoside phosphorylase (Inosine)","pi[c] + ins[c]  <=> hxan[c] + r1p[c] ","4860.1",1,-1000,1000,0
"PUNP6","purine-nucleoside phosphorylase (Deoxyinosine)","pi[c] + din[c]  <=> 2dr1p[c] + hxan[c] ","4860.1",1,-1000,1000,0
"PUNP7","purine-nucleoside phosphorylase (Xanthosine)","pi[c] + xtsn[c]  <=> xan[c] + r1p[c] ","4860.1",1,-1000,1000,0
"PVD3","Previtamin D3 formation","7dhchsterol[c]  <=> pd3[c] ","",1,-1000,1000,0
"PYAM5POr","pyridoxamine 5'-phosphate oxidase","h2o[c] + o2[c] + pyam5p[c]  => h2o2[c] + nh4[c] + pydx5p[c] ","55163.1",0,0,1000,0
"PYAM5Ptm","Pyridoxamine 5'-phosphate transport via diffusion, mitochondrial","pyam5p[c]  <=> pyam5p[m] ","",1,-1000,1000,0
"PYDAMK","pyridoxamine kinase","atp[c] + pydam[c]  => adp[c] + h[c] + pyam5p[c] ","8566.1",0,0,1000,0
"PYDAMtr","pyridoxamine transport via diffusion","pydam[e]  <=> pydam[c] ","",1,-1000,1000,0
"PYDX5Ptm","Pyridoxal 5'-phosphate transport via diffusion, mitochondrial","pydx5p[c]  <=> pydx5p[m] ","",1,-1000,1000,0
"PYDXDH","pyridoxal dehydrogenase","h2o[c] + o2[c] + pydx[c]  => h2o2[c] + 4pyrdx[c] ","(316.1)",0,0,1000,0
"PYDXK","pyridoxal kinase","atp[c] + pydx[c]  => adp[c] + h[c] + pydx5p[c] ","8566.1",0,0,1000,0
"PYDXNK","pyridoxine kinase","atp[c] + pydxn[c]  => adp[c] + h[c] + pdx5p[c] ","8566.1",0,0,1000,0
"PYDXNtr","pyridoxine transport via diffusion","pydxn[e]  <=> pydxn[c] ","",1,-1000,1000,0
"PYDXPP","Pyridoxal 5-phosphate phosphatase","h2o[c] + pydx5p[c]  => pi[c] + pydx[c] ","57026.1",0,0,1000,0
"PYDXtr","Pyridoxal transport","pydx[e]  <=> pydx[c] ","",1,-1000,1000,0
"PYK","pyruvate kinase","adp[c] + h[c] + pep[c]  => atp[c] + pyr[c] ","(5315.2) or (5313.2) or (5315.3) or (5313.1) or (5315.1)",0,0,1000,0
"PYLALDOX","Perillyl aldehyde:NAD+ oxidoreductase","h2o[c] + nad[c] + pylald[c]  => 2 h[c] + nadh[c] + peracd[c] ","(8854.2) or (501.1) or (216.1) or (224.1) or (8854.3) or (223.1) or (8854.1)",0,0,1000,0
"PYLALDOXm","Perillyl aldehyde:NAD+ oxidoreductase (m)","h2o[m] + nad[m] + pylald[m]  => 2 h[m] + nadh[m] + peracd[m] ","(8659.2) or (217.1) or (8659.1) or (219.1)",0,0,1000,0
"PYNP2r","pyrimidine-nucleoside phosphorylase (uracil)","pi[c] + uri[c]  <=> ura[c] + r1p[c] ","(7378.2) or (151531.1) or (7378.1)",1,-1000,1000,0
"PYRt2m","pyruvate mitochondrial transport via proton symport","h[c] + pyr[c]  <=> h[m] + pyr[m] ","(6566.1)",1,-1000,1000,0
"PYRt2p","pyruvate peroxisomal transport via proton symport","h[c] + pyr[c]  <=> h[x] + pyr[x] ","(6566.1) or (9194.1)",1,-1000,1000,0
"PYRt2r","pyruvate reversible transport via proton symport","h[e] + pyr[e]  <=> h[c] + pyr[c] ","(9123.1) or (9194.1) or (6566.1)",1,-1000,1000,0
"QUILSYN","Quinolinate Synthase (Eukaryotic)","cmusa[c]  => h2o[c] + h[c] + quln[c] ","",0,0,1000,0
"RADH","retinal dehydrogenase","h2o[c] + nad[c] + retinal[c]  => 2 h[c] + nadh[c] + retn[c] ","",0,0,1000,0
"RADH2","retinal dehydrogenase (NADPH)","h2o[c] + nadp[c] + retinal[c]  => 2 h[c] + nadph[c] + retn[c] ","",0,0,1000,0
"RADH3","retinal dehydrogenase","h2o[c] + nad[c] + retinal_cis_13[c]  => 2 h[c] + nadh[c] + 13_cis_retn[c] ","",0,0,1000,0
"RADH4","retinal dehydrogenase (NADPH)","h2o[c] + nadp[c] + retinal_cis_13[c]  => 2 h[c] + nadph[c] + 13_cis_retn[c] ","",0,0,1000,0
"RAHY","retinoic acid hydroxylation (P450)","o2[c] + h[c] + nadph[c] + retn[c]  => h2o[c] + nadp[c] + hretn[c] ","",0,0,1000,0
"RAI1","retinal isomerase (11-cis)","retinal[c]  <=> retinal_11_cis[c] ","",1,-1000,1000,0
"RAI2","retinal isomerase (9-cis)","retinal[c]  <=> retinal_cis_9[c] ","",1,-1000,1000,0
"RAI3","13-cis-retinoic acid isomerase","retn[c]  <=> 13_cis_retn[c] ","(2944.1) or (2944.2)",1,-1000,1000,0
"RAI4","13-cis-4-oxo-retinoic acid isomerase","oretn[c]  <=> 13_cis_oretn[c] ","",1,-1000,1000,0
"RAtn","Retinoate transport, nuclear","retn[c]  <=> retn[n] ","",1,-1000,1000,0
"RAtn3","13-cis-retinoic acid transport, nuclear","13_cis_retn[c]  <=> 13_cis_retn[n] ","",1,-1000,1000,0
"RBFK","riboflavin kinase","atp[c] + ribflv[c]  => adp[c] + h[c] + fmn[c] ","55312.1",0,0,1000,0
"RBK","ribokinase","atp[c] + rib_D[c]  => adp[c] + h[c] + r5p[c] ","64080.1",0,0,1000,0
"RBK_D","D-ribulokinase","atp[c] + rbl_D[c]  => adp[c] + h[c] + ru5p_D[c] ","(64080.1)",0,0,1000,0
"RBTt","ribitol transport via passive diffusion","rbt[c]  => rbt[e] ","",0,0,1000,0
"RDH1","retinol dehydrogenase (all-trans)","nad[c] + retinol[c]  <=> h[c] + nadh[c] + retinal[c] ","(5959.1) or (8608.1)",1,-1000,1000,0
"RDH1a","retinol dehydrogenase (all-trans,NADPH)","nadp[c] + retinol[c]  => h[c] + nadph[c] + retinal[c] ","(157506.1) or (112724.1) or (145226.1) or (51109.1) or (195814.1) or (57665.1) or (50700.1)",0,0,1000,0
"RDH2","retinol dehydrogenase (9-cis,NADH)","nad[c] + retinol_9_cis[c]  <=> h[c] + nadh[c] + retinal_cis_9[c] ","(5959.1)",1,-1000,1000,0
"RDH2a","retinol dehydrogenase (9-cis,NADPH)","nadp[c] + retinol_9_cis[c]  => h[c] + nadph[c] + retinal_cis_9[c] ","(195814.1) or (112724.1) or (145226.1) or (51109.1) or (57665.1) or (50700.1)",0,0,1000,0
"RDH3","retinol dehydrogenase (11-cis,NADH)","nad[c] + retinol_cis_11[c]  <=> h[c] + nadh[c] + retinal_11_cis[c] ","(5959.1)",1,-1000,1000,0
"RDH3a","retinol dehydrogenase (11-cis,NADPH)","nadp[c] + retinol_cis_11[c]  => h[c] + nadph[c] + retinal_11_cis[c] ","(112724.1) or (145226.1) or (51109.1) or (57665.1) or (195814.1)",0,0,1000,0
"RDH4","retinol dehydrogenase (13-cis,NADH)","nad[c] + retinol_cis_13[c]  <=> h[c] + nadh[c] + retinal_cis_13[c] ","(5959.1)",1,-1000,1000,0
"RETFA","retinol acyltransferase","Rtotal2coa[c] + retinol[c]  => coa[c] + retfa[c] ","",0,0,1000,0
"RETFAt","fatty acid retinol efflux","retfa[c]  => retfa[e] ","",0,0,1000,0
"RETFAt1","fatty acid retinol efflux (9-cis)","9_cis_retfa[c]  => 9_cis_retfa[e] ","",0,0,1000,0
"RETFAt2","fatty acid retinol efflux (11-cis)","11_cis_retfa[c]  => 11_cis_retfa[e] ","",0,0,1000,0
